Node_ID	Description	Sub-family	Colour (Sub-family)
OP009274	Rhodobacter phage RcKickapoo	Unclassified	#D3D3D3
OP009273	Rhodobacter phage RcKeef	Unclassified	#D3D3D3
OP009272	Rhodobacter phage RcKai	Unclassified	#D3D3D3
OP009271	Rhodobacter phage RcJoli	Unclassified	#D3D3D3
OP009270	Rhodobacter phage RcExplorer	Unclassified	#D3D3D3
OP009269	Rhodobacter phage RcDora	Unclassified	#D3D3D3
OP009268	Rhodobacter phage RcCWillis	Unclassified	#D3D3D3
OP009267	Rhodobacter phage RcBigEagle	Unclassified	#D3D3D3
OP009266	Rhodobacter phage RcAquaphina	Unclassified	#D3D3D3
OP009265	Rhodobacter phage RcAqua	Unclassified	#D3D3D3
OM908766	Salmonella phage S5	Humphriesvirinae	#D5FD11
MT995928	Pseudomonas phage U5	Unclassified	#D3D3D3
OP067662	Xanthomonas phage pXoo2107	Kantovirinae	#FD0D46
ON548433	Escherichia phage vB_EcoP_FFK3	Studiervirinae	#F8AC65
ON548432	Escherichia phage vB_EcoS_SCS92	Guernseyvirinae	#11144C
ON506924	Escherichia phage vB_EcoM_SCS4	Tevenvirinae	#19205D
ON081052	Escherichia phage vB_EcoS_SCS31	Braunvirinae	#859A4C
ON001686	Escherichia phage vB_EcoS_SCS44	Guernseyvirinae	#11144C
OM960734	Escherichia phage vB_EcoM_SCS57	Tevenvirinae	#19205D
OP038547	Salmonella phage GRNsp03	Molineuxvirinae	#626F17
ON920540	Actinomyces phage LC001	Unclassified	#D3D3D3
ON933637	Riemerella phage vB_RanS_PT15	Unclassified	#D3D3D3
OP028995	Microcystis phage Mae-Yong1326-1	Unclassified	#D3D3D3
ON645346	Arthrobacter phage Zucker	Unclassified	#D3D3D3
ON645344	Gordonia phage Morkie	Unclassified	#D3D3D3
ON645343	Gordonia phage Clap	Unclassified	#D3D3D3
ON645337	Mycobacterium phage Barkley26	Gclasvirinae	#C6744D
ON854455	Halomonas phage YPHTV-1	Unclassified	#D3D3D3
OM735689	Stenotrophomonas phage vB_SmeS_BUCT704	Unclassified	#D3D3D3
OM858838	Shigella phage B2	Humphriesvirinae	#D5FD11
ON868915	Salmonella phage vB_SalM_SPJ41	Ounavirinae	#96CC89
ON881243	Bacillus phage PK-3	Unclassified	#D3D3D3
MZ707157	Klebsiella phage PSKm4DII	Unclassified	#D3D3D3
MZ707156	Klebsiella phage PSKm2DI	Unclassified	#D3D3D3
ON950090	Serratia phage Seera	Studiervirinae	#F8AC65
ON995367	Pectobacterium phage vB_PcaP_P15_PC2B6	Studiervirinae	#F8AC65
ON996339	Salmonella phage T102	Guernseyvirinae	#11144C
OM401714	Sulfolobus islandicus rod-shaped virus	Unclassified	#D3D3D3
OM401713	Sulfolobus islandicus rod-shaped virus	Unclassified	#D3D3D3
OM401712	Sulfolobus islandicus rod-shaped virus	Unclassified	#D3D3D3
ON880501	Klebsiella phage vB_KpnP1	Studiervirinae	#F8AC65
ON886116	Salmonella phage PSP2-22	Unclassified	#D3D3D3
OL362280	Staphylococcus phage SA4_Green-2022a	Twortvirinae	#18F1A6
ON165415	Klebsiella phage JKP2	Slopekvirinae	#AE8C74
OM982647	Escherichia phage ST2	Guernseyvirinae	#11144C
OM982646	Escherichia phage ST4	Unclassified	#D3D3D3
MZ622713	Vibrio phage phiKT1019	Unclassified	#D3D3D3
OM416780	Prochlorococcus phage P-SCSP2	Unclassified	#D3D3D3
OM416779	Prochlorococcus phage P-SCSP1u	Unclassified	#D3D3D3
OM416778	Prochlorococcus phage P-SCSP1s	Unclassified	#D3D3D3
OM416777	Prochlorococcus phage P-SCSP1q	Unclassified	#D3D3D3
OM416776	Prochlorococcus phage P-SCSP1p	Unclassified	#D3D3D3
OM416775	Prochlorococcus phage P-SCSP1o	Unclassified	#D3D3D3
OM416774	Prochlorococcus phage P-SCSP1n	Unclassified	#D3D3D3
OM416773	Prochlorococcus phage P-SCSP1m	Unclassified	#D3D3D3
OM416772	Prochlorococcus phage P-SCSP1l	Unclassified	#D3D3D3
OM416771	Prochlorococcus phage P-SCSP1k	Unclassified	#D3D3D3
OM416770	Prochlorococcus phage P-SCSP1i	Unclassified	#D3D3D3
OM416769	Prochlorococcus phage P-SCSP1h	Unclassified	#D3D3D3
OM416768	Prochlorococcus phage P-SCSP1g	Unclassified	#D3D3D3
OM416767	Prochlorococcus phage P-SCSP1f	Unclassified	#D3D3D3
OM416766	Prochlorococcus phage P-SCSP1d	Unclassified	#D3D3D3
OM416765	Prochlorococcus phage P-SCSP1c	Unclassified	#D3D3D3
OM416764	Prochlorococcus phage P-SCSP1b	Unclassified	#D3D3D3
OM416763	Prochlorococcus phage P-SCSP1a	Unclassified	#D3D3D3
MW398869	Vibrio phage VPG01	Ermolyevavirinae	#09BCA6
OM716002	Archaeal virus sp.	Unclassified	#D3D3D3
OM716001	Huginn virus	Unclassified	#D3D3D3
OM716000	Muninn virus	Unclassified	#D3D3D3
ON754979	Salmonella phage vB_SalM_PC127	Studiervirinae	#F8AC65
ON287378	Dickeya phage DchS19	Studiervirinae	#F8AC65
ON568341	Escherichia phage UE-S1	Unclassified	#D3D3D3
ON615601	Synechococcus phage BUCT-ZZ01	Unclassified	#D3D3D3
ON464764	Fusobacterium phage JD-Fnp4	Unclassified	#D3D3D3
ON464762	Fusobacterium phage JD-Fnp5	Unclassified	#D3D3D3
ON464761	Fusobacterium phage JD-Fnp3	Unclassified	#D3D3D3
ON464760	Fusobacterium phage JD-Fnp2	Unclassified	#D3D3D3
ON464759	Fusobacterium phage JD-Fnp1	Unclassified	#D3D3D3
ON782582	Escherichia phage ECP52	Unclassified	#D3D3D3
ON699007	Bacillus phage BC-1	Unclassified	#D3D3D3
ON711490	Xanthomonas phage HXX_Dennis	Unclassified	#D3D3D3
ON714422	Vibrio phage vB_VnaS-L3	Unclassified	#D3D3D3
ON677538	Plectonema phage JingP1	Unclassified	#D3D3D3
ON645935	Salmonella phage NCTh5	Guernseyvirinae	#11144C
ON645936	Escherichia phage N2	Tevenvirinae	#19205D
ON623732	Klebsiella phage S9a	Unclassified	#D3D3D3
ON623560	Salmonella phage PST-H4	Unclassified	#D3D3D3
ON604651	Aeromonas phage JELG-KS1	Studiervirinae	#F8AC65
ON571554	Klebsiella phage JB48	Studiervirinae	#F8AC65
ON568193	Cedecea phage Yanou	Studiervirinae	#F8AC65
ON551388	Mycolicibacterium phage Kashi_SSH1	Unclassified	#D3D3D3
ON556632	Escherichia phage hz69	Unclassified	#D3D3D3
OK625546	Vibrio phage vB_VpS_CC6	Unclassified	#D3D3D3
ON862890	Escherichia phage A221	Unclassified	#D3D3D3
ON864052	Vibrio phage vB_VpP_AC2	Unclassified	#D3D3D3
OX241591	Vibrio phage 217E38-1	Unclassified	#D3D3D3
OX241576	Vibrio phage 193E37-1	Unclassified	#D3D3D3
OX241575	Vibrio phage 120E34-1	Unclassified	#D3D3D3
OX241574	Vibrio phage 242E40-1	Unclassified	#D3D3D3
OX241573	Vibrio phage 381E49-1	Unclassified	#D3D3D3
OX241572	Vibrio phage 275E43-1	Unclassified	#D3D3D3
OX241570	Vibrio phage 230E39-1	Unclassified	#D3D3D3
OX241569	Vibrio phage 393E50-1	Unclassified	#D3D3D3
OX241568	Vibrio phage 282E43-1	Unclassified	#D3D3D3
OX241567	Vibrio phage 237E40-1	Unclassified	#D3D3D3
OX241566	Vibrio phage 137E35-1	Unclassified	#D3D3D3
OX241563	Vibrio phage 382E49-1	Unclassified	#D3D3D3
OX241562	Vibrio phage 150E35-1	Unclassified	#D3D3D3
OX241561	Vibrio phage 489E54-1	Unclassified	#D3D3D3
OX241560	Vibrio phage 177E37-1	Unclassified	#D3D3D3
OX241559	Vibrio phage 468E53-1	Unclassified	#D3D3D3
OX241558	Vibrio phage 511E55-1	Unclassified	#D3D3D3
OX241557	Vibrio phage 466E53-1	Unclassified	#D3D3D3
OX241556	Vibrio phage 141E35-1	Unclassified	#D3D3D3
OX241555	Vibrio phage 142E35-1	Unclassified	#D3D3D3
OX241504	Vibrio phage 413E50-1	Unclassified	#D3D3D3
OX241501	Vibrio phage 405E50-1	Unclassified	#D3D3D3
OX241498	Vibrio phage 455E52-1	Unclassified	#D3D3D3
OX241494	Vibrio phage 417E50-1	Unclassified	#D3D3D3
OX241464	Vibrio phage 277E43-1	Unclassified	#D3D3D3
OX241455	Vibrio phage 501E54-1	Unclassified	#D3D3D3
OX241449	Vibrio phage 416E50-1	Unclassified	#D3D3D3
OX241448	Vibrio phage 284E43-1	Unclassified	#D3D3D3
OX241447	Vibrio phage 409E50-1	Unclassified	#D3D3D3
OX241446	Vibrio phage 402E50-1	Unclassified	#D3D3D3
OX241445	Vibrio phage 384E50-1	Unclassified	#D3D3D3
OX241444	Vibrio phage 496E54-1	Unclassified	#D3D3D3
OX241443	Vibrio phage 199E37-1	Unclassified	#D3D3D3
OX241442	Vibrio phage 495E54-1	Unclassified	#D3D3D3
OX241441	Vibrio phage 22O28-1	Unclassified	#D3D3D3
OX241438	Vibrio phage 191E37-1	Unclassified	#D3D3D3
OX241437	Vibrio phage 424E50-1	Unclassified	#D3D3D3
OX241436	Vibrio phage 521E56-1	Unclassified	#D3D3D3
OX241435	Vibrio phage 464E53-1	Unclassified	#D3D3D3
OX241434	Vibrio phage 168E36-1	Unclassified	#D3D3D3
OX241432	Vibrio phage 131E34-1	Unclassified	#D3D3D3
OX241431	Vibrio phage 448O51-1	Unclassified	#D3D3D3
OX241430	Vibrio phage 434O48-1	Unclassified	#D3D3D3
OX241429	Vibrio phage 115E34-1	Unclassified	#D3D3D3
OX241428	Vibrio phage 121E34-1	Unclassified	#D3D3D3
OX241427	Vibrio phage 141O35-1	Unclassified	#D3D3D3
OX241426	Vibrio phage 456E52-1	Unclassified	#D3D3D3
OX241425	Vibrio phage 236O40-1	Unclassified	#D3D3D3
OX241423	Vibrio phage 249E41-1	Unclassified	#D3D3D3
ON287377	Serratia phage vB_SmaP-Kaonashi	Melnykvirinae	#FC0291
ON456356	Mycobacterium phage Yorick	Gracegardnervirinae	#6AE506
ON456354	Microbacterium phage JasperRussell	Unclassified	#D3D3D3
ON456353	Mycobacterium Phage Rosmarinus	Weiservirinae	#56CE0C
ON456352	Gordonia phage Widow	Unclassified	#D3D3D3
ON456351	Mycobacterium Phage Sunflower1121	Weiservirinae	#56CE0C
ON456347	Gordonia phage Finkle	Unclassified	#D3D3D3
ON456346	Microbacterium phage Birdfeeder	Eekayvirinae	#C0E367
ON456344	Mycobacterium phage Mikro	Ceeclamvirinae	#CF66C9
ON456341	Streptomyces phage HFrancette	Unclassified	#D3D3D3
ON456339	Mycobacterium Phage Topper	Weiservirinae	#56CE0C
ON456332	Mycobacterium phage Virgeve	Bclasvirinae	#FB18D2
ON456331	Gordonia phage PokyPuppy	Unclassified	#D3D3D3
ON456330	Mycobacterium phage MelsMeow	Bclasvirinae	#FB18D2
ON881905	Klebsiella phage vB_KpnS-VAC111	Unclassified	#D3D3D3
OM258170	Escherichia phage ZL19	Braunvirinae	#859A4C
JQ245707	Cyanophage S-TIM5	Unclassified	#D3D3D3
BK061312	Mycobacterium phage prophiFSQJ01-1	Unclassified	#D3D3D3
BK061311	Mycobacterium phage prophiFSIL01-1	Unclassified	#D3D3D3
BK061310	Mycobacterium phage prophiFVLQ01-1	Unclassified	#D3D3D3
BK061309	Mycobacterium phage McProf	Unclassified	#D3D3D3
BK061308	Mycobacterium phage prophiFSAT01-1	Unclassified	#D3D3D3
ON529854	Janthinobacterium phage vB_JliM-Donnerlittchen	Bradleyvirinae	#D1967A
ON239132	Escherichia phage S192	Unclassified	#D3D3D3
ON239131	Escherichia phage S164	Unclassified	#D3D3D3
ON464735	Vibrio phage ICP3	Studiervirinae	#F8AC65
ON464736	Vibrio phage ICP3	Studiervirinae	#F8AC65
ON637170	Klebsiella phage vB_KpnS_Uniso31	Unclassified	#D3D3D3
ON637251	Escherichia phage 6947	Unclassified	#D3D3D3
ON637250	Escherichia phage 6925	Studiervirinae	#F8AC65
MW221967	Staphylococcus phage PMBT9	Unclassified	#D3D3D3
MH444512	Bifidobacterium phage PMBT6	Unclassified	#D3D3D3
MG913376	Lactobacillus phage PMBT4	Unclassified	#D3D3D3
MG596799	Pseudomonas phage PMBT3	Unclassified	#D3D3D3
ON782130	Salmonella phage vB_Sal_PHB48	Unclassified	#D3D3D3
ON529866	Brevundimonas phage vB_BpoS-MaInes	Unclassified	#D3D3D3
ON529865	Brevundimonas phage vB_BpoS-StAshley	Unclassified	#D3D3D3
ON529858	Brevundimonas phage vB_BgoS-Bajun	Dolichocephalovirinae	#B59464
ON529853	Brevundimonas phage vB_BpoS-Bambus	Dolichocephalovirinae	#B59464
ON529851	Brevundimonas phage vB_BpoS-Marchewka	Dolichocephalovirinae	#B59464
ON529850	Brevundimonas phage vB_BpoS-Gurke	Dolichocephalovirinae	#B59464
ON005621	Stenotrophomonas phage A1432	Bradleyvirinae	#D1967A
OM953433	Shigella phage Henu11	Ounavirinae	#96CC89
ON807605	Phage vB_KsaM-C1	Unclassified	#D3D3D3
ON712643	Pectobacterium phage vB_PcaM_P7_Pc	Vequintavirinae	#D4713F
MZ570263	Cytobacillus phage Bfsp1	Unclassified	#D3D3D3
ON190025	Vibrio phage PVA23	Unclassified	#D3D3D3
ON190024	Vibrio phage PVA8	Unclassified	#D3D3D3
ON853583	Serratia phage MQ-4	Unclassified	#D3D3D3
ON866946	Staphylococcus phage LSA2311	Twortvirinae	#18F1A6
LC644557	Tetragenococcus phage phiWJ7	Unclassified	#D3D3D3
MW822601	Synechococcus phage S-SRP02	Unclassified	#D3D3D3
ON325435	Staphylococcus phage CUB-EPI_14	Unclassified	#D3D3D3
ON720977	Salmonella phage GRNsp50	Guernseyvirinae	#11144C
ON720976	Salmonella phage GRNsp27	Guernseyvirinae	#11144C
ON720975	Salmonella phage GRNsp7	Tevenvirinae	#19205D
ON758385	Xanthomonas phage BUDD	Unclassified	#D3D3D3
MT889393	Gordonia phage NovumRegina	Emilbogenvirinae	#0DDDC4
OM262540	Escherichia phage vB_EcoS_L-h 1M	Unclassified	#D3D3D3
OL770108	Escherichia phage CLB_P3	Tunavirinae	#28E0A3
OL770107	Escherichia phage CLB_P2	Tevenvirinae	#19205D
OM065843	Klebsiella phage vB_KpnS-KLPN8	Unclassified	#D3D3D3
OM065842	Klebsiella phage vB_KvaS-KLPN7	Unclassified	#D3D3D3
OM065841	Klebsiella phage vB_KvaS-KLPN6	Unclassified	#D3D3D3
OM065840	Klebsiella phage vB_KvaS-KLPN5	Unclassified	#D3D3D3
OM065839	Klebsiella phage vB_KpnS-KLPN4	Unclassified	#D3D3D3
OM065838	Klebsiella phage vB_KpnS-KLPN3	Unclassified	#D3D3D3
OM065837	Klebsiella phage vB_KpnS-KLPN2	Unclassified	#D3D3D3
MZ821031	Microviridae sp.	Unclassified	#D3D3D3
CAKLQH020000001	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000002	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000003	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000004	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000005	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000006	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000007	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000008	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000009	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000010	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000011	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000012	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000013	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000014	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000015	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000016	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000017	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000018	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000019	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000020	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000021	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000022	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000023	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000024	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000025	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000026	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000027	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000028	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000029	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000030	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000031	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000032	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000033	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000034	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000035	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000036	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000037	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000038	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000039	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000040	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000041	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000042	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000043	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000044	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000045	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000046	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000047	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000048	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000049	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000050	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000051	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000052	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000053	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000054	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000055	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000056	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000057	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000058	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000059	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000060	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000061	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000062	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQH020000063	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000001	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000002	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000003	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000004	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000005	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000006	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000007	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000008	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000009	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000010	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000011	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000012	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000013	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000014	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000015	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000016	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000017	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000018	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000019	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000020	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000021	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000022	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000023	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000024	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000025	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000026	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000027	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000028	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000029	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000030	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000031	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000032	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000033	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000034	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000035	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000036	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000037	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000038	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQF020000039	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
OK632026	Elizabethkingia phage TCUEAP3	Unclassified	#D3D3D3
OK632025	Elizabethkingia phage TCUEAP2	Unclassified	#D3D3D3
OX090893	Escherichia phage vB_Eco_PATM	Stephanstirmvirinae	#781BA9
OX090892	Escherichia phage vB_Eco_Titus	Studiervirinae	#F8AC65
CAKLQC020000001	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQD020000001	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQA020000001	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQA020000002	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQA020000003	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQE020000001	Acinetobacter phage MD-2021a	Unclassified	#D3D3D3
CAKLQB020000001	Acinetobacter phage MD-2021b	Unclassified	#D3D3D3
CAKLQB020000002	Acinetobacter phage MD-2021b	Unclassified	#D3D3D3
CAKLQG020000001	Acinetobacter phage MD-2021b	Unclassified	#D3D3D3
OL502173	Salmonella phage JN-S202001	Markadamsvirinae	#450410
ON721385	Bacteroides phage EMB2	Unclassified	#D3D3D3
ON721384	Bacteroides phage EMB1	Unclassified	#D3D3D3
ON529868	Brevundimonas phage vB_BpoS-Babayka	Unclassified	#D3D3D3
ON529864	Brevundimonas phage vB_BgoS-Fanboy	Unclassified	#D3D3D3
ON529863	Brevundimonas phage vB_BpoS-Polewnik	Unclassified	#D3D3D3
ON529867	Brevundimonas phage vB_BpoS-Strzyga	Unclassified	#D3D3D3
ON529862	Brevundimonas phage vB_BpoS-Poludnitsa	Unclassified	#D3D3D3
ON529861	Luteibacter phage vB_LflM-Pluto	Unclassified	#D3D3D3
ON529860	Brevundimonas phage vB_BpoS-Papperlapapp	Dolichocephalovirinae	#B59464
ON529859	Brevundimonas phage vB_BgoS-BabaJaga	Unclassified	#D3D3D3
ON529857	Brevundimonas phage vB_BpoS-Kikimora	Dolichocephalovirinae	#B59464
ON529856	Brevundimonas phage vB_BpoS-Leszy	Unclassified	#D3D3D3
ON529855	Brevundimonas phage vB_BpoS-Domovoi	Dolichocephalovirinae	#B59464
ON529852	Brevundimonas phage vB_BpoS-Kabachok	Dolichocephalovirinae	#B59464
MZ234052	Escherichia phage vB_EcoM-PM133	Tevenvirinae	#19205D
MZ234048	Escherichia phage vB_EcoS-UTI89UKE1	Guernseyvirinae	#11144C
MZ234015	Escherichia phage vB_EcoP-101114BS3	Gordonclarkvirinae	#2B5387
ON642070	Burkholderia phage Carl1	Unclassified	#D3D3D3
OL840290	Staphylococcus phage Rih21	Unclassified	#D3D3D3
OL963731	Citromicrobium phage vB_CbaS-RXM	Unclassified	#D3D3D3
MH494197	Escherichia phage CMSTMSU	Unclassified	#D3D3D3
OM908436	Escherichia phage TM1	Studiervirinae	#F8AC65
ON409570	Salmonella phage pse-D34	Guernseyvirinae	#11144C
ON409569	Salmonella phage CTH7	Guernseyvirinae	#11144C
ON409568	Salmonella phage nctD30	Guernseyvirinae	#11144C
ON337195	Arthrobacter phage Casserole	Unclassified	#D3D3D3
ON375840	Pseudomonas phage vB_PaeM_FBPa24	Unclassified	#D3D3D3
ON375839	Pseudomonas phage vB_PaeM_FBPa14	Unclassified	#D3D3D3
ON375838	Pseudomonas phage vB_PaeM_FBPa50	Unclassified	#D3D3D3
ON550478	Staphylococcus phage Sazerac	Unclassified	#D3D3D3
ON550260	Salmonella phage PSE-D1	Tevenvirinae	#19205D
ON631220	Pseudomonas phage OMKO1	Unclassified	#D3D3D3
ON571632	Staphylococcus phage Sushi	Azeredovirinae	#1CE9F7
MZ234029	Escherichia phage vB_EcoS-CHD5UKE2	Unclassified	#D3D3D3
MZ234026	Escherichia phage vB_EcoS-CHD2B1	Unclassified	#D3D3D3
ON212267	Enterobacter phage fGh-Ecl04	Tevenvirinae	#19205D
ON212265	Enterobacter phage fGh-Ecl01	Tevenvirinae	#19205D
ON529291	Pseudomonas phage Ka2	Unclassified	#D3D3D3
OW991345	Escherichia phage vB_Eco_AL25	Enquatrovirinae	#238AAE
OX001802	Escherichia phage vB_Eco_TB34	Unclassified	#D3D3D3
OX016465	Escherichia phage vB_Eco_Tribble	Ounavirinae	#96CC89
OX001577	Escherichia phage vB_Eco_Mak	Studiervirinae	#F8AC65
OK574338	Staphylococcus phage vB_SurP-PSU3	Rakietenvirinae	#61DDDD
MT427400	Escherichia phage phi2013	Tunavirinae	#28E0A3
