Node_ID	Description	Host	Colour (Host)
MT835623	Bacteriophage sp.	Unspecified	#D3D3D3
MT835622	Bacteriophage sp.	Unspecified	#D3D3D3
MT835621	Bacteriophage sp.	Unspecified	#D3D3D3
MT835620	Bacteriophage sp.	Unspecified	#D3D3D3
MT835619	Bacteriophage sp.	Unspecified	#D3D3D3
MT835618	Bacteriophage sp.	Unspecified	#D3D3D3
MT835617	Bacteriophage sp.	Unspecified	#D3D3D3
MT835616	Bacteriophage sp.	Unspecified	#D3D3D3
MT835615	Bacteriophage sp.	Unspecified	#D3D3D3
MT835614	Bacteriophage sp.	Unspecified	#D3D3D3
MT835613	Bacteriophage sp.	Unspecified	#D3D3D3
MT835612	Bacteriophage sp.	Unspecified	#D3D3D3
MT835611	Bacteriophage sp.	Unspecified	#D3D3D3
MT835610	Bacteriophage sp.	Unspecified	#D3D3D3
MT835609	Bacteriophage sp.	Unspecified	#D3D3D3
MT835608	Bacteriophage sp.	Unspecified	#D3D3D3
MT835607	Bacteriophage sp.	Unspecified	#D3D3D3
MT835606	Bacteriophage sp.	Unspecified	#D3D3D3
MT835605	Bacteriophage sp.	Unspecified	#D3D3D3
MT835604	Bacteriophage sp.	Unspecified	#D3D3D3
MT835603	Bacteriophage sp.	Unspecified	#D3D3D3
MT835602	Bacteriophage sp.	Unspecified	#D3D3D3
MT835601	Bacteriophage sp.	Unspecified	#D3D3D3
MT835600	Bacteriophage sp.	Unspecified	#D3D3D3
MT835599	Bacteriophage sp.	Unspecified	#D3D3D3
MT835598	Bacteriophage sp.	Unspecified	#D3D3D3
MT835597	Bacteriophage sp.	Unspecified	#D3D3D3
MT835596	Bacteriophage sp.	Unspecified	#D3D3D3
MT835595	Bacteriophage sp.	Unspecified	#D3D3D3
MT835594	Bacteriophage sp.	Unspecified	#D3D3D3
MT835593	Bacteriophage sp.	Unspecified	#D3D3D3
MT835592	Bacteriophage sp.	Unspecified	#D3D3D3
MT835591	Bacteriophage sp.	Unspecified	#D3D3D3
MT835590	Bacteriophage sp.	Unspecified	#D3D3D3
MT835589	Bacteriophage sp.	Unspecified	#D3D3D3
MT835588	Bacteriophage sp.	Unspecified	#D3D3D3
MT835587	Bacteriophage sp.	Unspecified	#D3D3D3
MT835586	Bacteriophage sp.	Unspecified	#D3D3D3
MT835585	Bacteriophage sp.	Unspecified	#D3D3D3
MT835584	Bacteriophage sp.	Unspecified	#D3D3D3
MT835583	Bacteriophage sp.	Unspecified	#D3D3D3
MT835582	Bacteriophage sp.	Unspecified	#D3D3D3
MT835581	Bacteriophage sp.	Unspecified	#D3D3D3
MT835580	Bacteriophage sp.	Unspecified	#D3D3D3
MT835579	Bacteriophage sp.	Unspecified	#D3D3D3
MT835578	Bacteriophage sp.	Unspecified	#D3D3D3
MT835577	Bacteriophage sp.	Unspecified	#D3D3D3
MT835576	Bacteriophage sp.	Unspecified	#D3D3D3
MT835575	Bacteriophage sp.	Unspecified	#D3D3D3
MT835574	Bacteriophage sp.	Unspecified	#D3D3D3
MT835573	Bacteriophage sp.	Unspecified	#D3D3D3
MT835572	Bacteriophage sp.	Unspecified	#D3D3D3
MT835571	Bacteriophage sp.	Unspecified	#D3D3D3
MT835570	Bacteriophage sp.	Unspecified	#D3D3D3
MT835569	Bacteriophage sp.	Unspecified	#D3D3D3
MT835568	Bacteriophage sp.	Unspecified	#D3D3D3
MT835567	Bacteriophage sp.	Unspecified	#D3D3D3
MT835566	Bacteriophage sp.	Unspecified	#D3D3D3
MT835565	Bacteriophage sp.	Unspecified	#D3D3D3
MT835564	Bacteriophage sp.	Unspecified	#D3D3D3
MT835563	Bacteriophage sp.	Unspecified	#D3D3D3
MT835562	Bacteriophage sp.	Unspecified	#D3D3D3
MT835561	Bacteriophage sp.	Unspecified	#D3D3D3
MT835560	Bacteriophage sp.	Unspecified	#D3D3D3
MT835559	Bacteriophage sp.	Unspecified	#D3D3D3
MT835558	Bacteriophage sp.	Unspecified	#D3D3D3
MT835557	Bacteriophage sp.	Unspecified	#D3D3D3
MT835556	Bacteriophage sp.	Unspecified	#D3D3D3
MT835555	Bacteriophage sp.	Unspecified	#D3D3D3
MT835554	Bacteriophage sp.	Unspecified	#D3D3D3
MT835553	Bacteriophage sp.	Unspecified	#D3D3D3
MT835552	Bacteriophage sp.	Unspecified	#D3D3D3
MT835551	Bacteriophage sp.	Unspecified	#D3D3D3
MT835550	Bacteriophage sp.	Unspecified	#D3D3D3
MT835549	Bacteriophage sp.	Unspecified	#D3D3D3
MT835548	Bacteriophage sp.	Unspecified	#D3D3D3
MT835547	Bacteriophage sp.	Unspecified	#D3D3D3
MT835546	Bacteriophage sp.	Unspecified	#D3D3D3
MT835545	Bacteriophage sp.	Unspecified	#D3D3D3
MT835544	Bacteriophage sp.	Unspecified	#D3D3D3
MT835543	Bacteriophage sp.	Unspecified	#D3D3D3
MT835542	Bacteriophage sp.	Unspecified	#D3D3D3
MT835541	Bacteriophage sp.	Unspecified	#D3D3D3
MT835540	Bacteriophage sp.	Unspecified	#D3D3D3
MT835539	Bacteriophage sp.	Unspecified	#D3D3D3
MT835538	Bacteriophage sp.	Unspecified	#D3D3D3
MT835537	Bacteriophage sp.	Unspecified	#D3D3D3
MT835536	Bacteriophage sp.	Unspecified	#D3D3D3
MT835535	Bacteriophage sp.	Unspecified	#D3D3D3
MT835534	Bacteriophage sp.	Unspecified	#D3D3D3
MT835533	Bacteriophage sp.	Unspecified	#D3D3D3
MT835532	Bacteriophage sp.	Unspecified	#D3D3D3
MT835531	Bacteriophage sp.	Unspecified	#D3D3D3
MT835530	Bacteriophage sp.	Unspecified	#D3D3D3
MT835529	Bacteriophage sp.	Unspecified	#D3D3D3
MT835528	Bacteriophage sp.	Unspecified	#D3D3D3
MT835527	Bacteriophage sp.	Unspecified	#D3D3D3
MT835526	Bacteriophage sp.	Unspecified	#D3D3D3
MT835525	Bacteriophage sp.	Unspecified	#D3D3D3
MT835524	Bacteriophage sp.	Unspecified	#D3D3D3
MT835523	Bacteriophage sp.	Unspecified	#D3D3D3
MT835522	Bacteriophage sp.	Unspecified	#D3D3D3
MT835521	Bacteriophage sp.	Unspecified	#D3D3D3
MT835520	Bacteriophage sp.	Unspecified	#D3D3D3
MT835519	Bacteriophage sp.	Unspecified	#D3D3D3
MT835518	Bacteriophage sp.	Unspecified	#D3D3D3
MT835517	Bacteriophage sp.	Unspecified	#D3D3D3
MT835516	Bacteriophage sp.	Unspecified	#D3D3D3
MT835515	Bacteriophage sp.	Unspecified	#D3D3D3
MT835514	Bacteriophage sp.	Unspecified	#D3D3D3
MT835513	Bacteriophage sp.	Unspecified	#D3D3D3
MT835512	Bacteriophage sp.	Unspecified	#D3D3D3
MT835511	Bacteriophage sp.	Unspecified	#D3D3D3
MT835510	Bacteriophage sp.	Unspecified	#D3D3D3
MT835509	Bacteriophage sp.	Unspecified	#D3D3D3
MT835508	Bacteriophage sp.	Unspecified	#D3D3D3
MT835507	Bacteriophage sp.	Unspecified	#D3D3D3
MT835506	Bacteriophage sp.	Unspecified	#D3D3D3
MT835505	Bacteriophage sp.	Unspecified	#D3D3D3
MT835504	Bacteriophage sp.	Unspecified	#D3D3D3
MT835503	Bacteriophage sp.	Unspecified	#D3D3D3
MT835502	Bacteriophage sp.	Unspecified	#D3D3D3
MT835501	Bacteriophage sp.	Unspecified	#D3D3D3
MT835500	Bacteriophage sp.	Unspecified	#D3D3D3
MT835499	Bacteriophage sp.	Unspecified	#D3D3D3
MT835498	Bacteriophage sp.	Unspecified	#D3D3D3
MT835497	Bacteriophage sp.	Unspecified	#D3D3D3
MT835496	Bacteriophage sp.	Unspecified	#D3D3D3
MT835495	Bacteriophage sp.	Unspecified	#D3D3D3
MT835494	Bacteriophage sp.	Unspecified	#D3D3D3
MT835493	Bacteriophage sp.	Unspecified	#D3D3D3
MT835492	Bacteriophage sp.	Unspecified	#D3D3D3
MT835491	Bacteriophage sp.	Unspecified	#D3D3D3
MT835490	Bacteriophage sp.	Unspecified	#D3D3D3
MT835489	Bacteriophage sp.	Unspecified	#D3D3D3
MT835488	Bacteriophage sp.	Unspecified	#D3D3D3
MT835487	Bacteriophage sp.	Unspecified	#D3D3D3
MT835486	Bacteriophage sp.	Unspecified	#D3D3D3
MT835485	Bacteriophage sp.	Unspecified	#D3D3D3
MT835484	Bacteriophage sp.	Unspecified	#D3D3D3
MT835483	Bacteriophage sp.	Unspecified	#D3D3D3
MT835482	Bacteriophage sp.	Unspecified	#D3D3D3
MT835481	Bacteriophage sp.	Unspecified	#D3D3D3
MT835480	Bacteriophage sp.	Unspecified	#D3D3D3
MT835479	Bacteriophage sp.	Unspecified	#D3D3D3
MT835478	Bacteriophage sp.	Unspecified	#D3D3D3
MT835477	Bacteriophage sp.	Unspecified	#D3D3D3
MT835476	Bacteriophage sp.	Unspecified	#D3D3D3
MT835475	Bacteriophage sp.	Unspecified	#D3D3D3
MT835474	Bacteriophage sp.	Unspecified	#D3D3D3
MT835473	Bacteriophage sp.	Unspecified	#D3D3D3
MT835472	Bacteriophage sp.	Unspecified	#D3D3D3
MT835471	Bacteriophage sp.	Unspecified	#D3D3D3
MT835470	Bacteriophage sp.	Unspecified	#D3D3D3
MT835469	Bacteriophage sp.	Unspecified	#D3D3D3
MZ327262	Salmonella phage vB_Si_DR094	Salmonella	#9348B1
MZ327261	Salmonella phage vB_Si_35FD	Salmonella	#9348B1
MZ311865	Escherichia phage vB_EcoM_LNA2	Escherichia	#9DB81D
MZ311863	Escherichia phage vB_EcoM_LNA1	Escherichia	#9DB81D
MZ311864	Escherichia phage vB_EcoM_LNA4	Escherichia	#9DB81D
MZ311862	Escherichia phage vB_EcoP_LNA3	Escherichia	#9DB81D
MZ311861	Escherichia phage vB_EcoP_LNA5	Escherichia	#9DB81D
MZ436830	Escherichia phage JK1	Escherichia	#9DB81D
MZ501272	Pseudomonas phage AH05	Pseudomonas	#71EB7E
MZ501271	Pseudomonas phage AH02	Pseudomonas	#71EB7E
MZ501270	Pantoea phage AH07	Pantoea	#192E67
MZ501269	Pantoea phage AH01	Pantoea	#192E67
MZ501268	Erwinia phage AH06	Erwinia	#61DC12
MZ501267	Erwinia phage AH04	Erwinia	#61DC12
MZ501266	Erwinia phage AH03	Erwinia	#61DC12
MZ501265	Bacillus phage 278BB001	Bacillus	#512970
MZ501264	Bacillus phage 274BB002	Bacillus	#512970
MZ501263	Bacillus phage 043JT007	Bacillus	#512970
MZ501262	Bacillus phage 035JT004	Bacillus	#512970
MZ501261	Bacillus phage 010DV005	Bacillus	#512970
MZ501260	Bacillus phage 010DV004	Bacillus	#512970
MZ099557	Acinetobacter phage vB_AbaP_WU2001	Acinetobacter	#B3DDB9
MZ687409	Pseudomonas phage vB_Pae_QDWS	Pseudomonas	#71EB7E
MZ681930	Enterobacteria phage phiC600P9	Enterobacteria	#910522
MZ648040	Streptomyces phage Triste	Streptomyces	#C27069
MZ648039	Streptomyces phage RedBear	Streptomyces	#C27069
MZ648037	Mycobacterium phage QuincyRose	Mycobacterium	#D4440F
MZ648036	Streptomyces phage Lizz	Streptomyces	#C27069
MZ648033	Streptomyces phage Rooney	Streptomyces	#C27069
MZ648032	Streptomyces phage Chucky	Streptomyces	#C27069
MZ568829	Shewanella phage vB_SspM_M16-3	Shewanella	#76BA19
MZ568828	Shewanella phage vB_SspM_MuM16-2	Shewanella	#76BA19
MZ568827	Shewanella phage vB_SspS_MuM16-1	Shewanella	#76BA19
MZ568826	Shewanella phage vB_SspS_KASIA	Shewanella	#76BA19
MZ592922	Vibrio phage vB_VpS_C2	Vibrio	#090662
MZ592921	Vibrio phage vB_VpP_NS8	Vibrio	#090662
MZ474491	Phage silverpheasant213	Unspecified	#D3D3D3
MZ474490	Phage toucan80	Unspecified	#D3D3D3
MZ474489	Phage blackswan219-1	Unspecified	#D3D3D3
MZ474488	Phage blackswan219-6	Unspecified	#D3D3D3
MZ475898	Erwinia phage pEa_SNUABM_25	Erwinia	#61DC12
MZ475897	Erwinia phage pEa_SNUABM_21	Erwinia	#61DC12
MZ475896	Erwinia phage pEa_SNUABM_7	Erwinia	#61DC12
MZ475895	Erwinia phage pEa_SNUABM_14	Erwinia	#61DC12
MZ475894	Erwinia phage pEa_SNUABM_46	Erwinia	#61DC12
MZ475893	Erwinia phage pEa_SNUABM_45	Erwinia	#61DC12
MZ475892	Erwinia phage pEa_SNUABM_34	Erwinia	#61DC12
MZ475891	Erwinia phage pEa_SNUABM_13	Erwinia	#61DC12
MZ440881	Klebsiella phage ZCKP8	Klebsiella	#B2CA1A
MZ369152	Vibrio phage BUCT006	Vibrio	#090662
MZ326868	Stenotrophomonas phage Marzo	Stenotrophomonas	#FF2DDE
MZ326864	Alcaligenes phage Piluca	Alcaligenes	#B6156B
MZ326863	Burkholderia phage Paku	Burkholderia	#42BD01
MZ326857	Stenotrophomonas phage Piffle	Stenotrophomonas	#FF2DDE
MZ171379	Microbacterium phage Stormbreaker8	Microbacterium	#C46B96
MZ171378	Mycobacterium phage Eradicator	Mycobacterium	#D4440F
MZ170041	Escherichia phage vB_EcoM_FN	Escherichia	#9DB81D
MZ170040	Escherichia phage vB_EcoM_FJ1	Escherichia	#9DB81D
MT732469	Polaribacter phage Freya_7	Polaribacter	#F04FD0
MT732468	Polaribacter phage Freya_6	Polaribacter	#F04FD0
MT732467	Polaribacter phage Freya_5	Polaribacter	#F04FD0
MT995927	Pseudomonas phage U1B	Pseudomonas	#71EB7E
MT995926	Pseudomonas phage T2P	Pseudomonas	#71EB7E
MZ576218	Escherichia phage vB_EcoS-phiEc4	Escherichia	#9DB81D
MZ669808	Enterobacter phage Phc	Enterobacter	#FC1008
OU343168	Pseudomonas phage vB_PaeM_phiRU	Pseudomonas	#71EB7E
OU343167	Pseudomonas phage vB_PaeM_phiLBG22	Pseudomonas	#71EB7E
OU509537	Klebsiella pneumoniae phage	Klebsiella	#B2CA1A
OU509536	Klebsiella pneumoniae phage	Klebsiella	#B2CA1A
OU509535	Klebsiella pneumoniae phage	Klebsiella	#B2CA1A
OU509534	Klebsiella pneumoniae phage	Klebsiella	#B2CA1A
OU509533	Klebsiella pneumoniae phage	Klebsiella	#B2CA1A
MZ424863	Proteus phage vB_PmiM_ZX7	Proteus	#BE0561
MZ292654	Vibrio phage ICP1	Vibrio	#090662
MZ147816	Enterococcus phage 113	Enterococcus	#AD269D
MW794192	Vibrio phage ICP1	Vibrio	#090662
MW794191	Vibrio phage ICP1	Vibrio	#090662
MW794190	Vibrio phage ICP1	Vibrio	#090662
MW794189	Vibrio phage ICP1	Vibrio	#090662
MW794188	Vibrio phage ICP1	Vibrio	#090662
MW794187	Vibrio phage ICP1	Vibrio	#090662
MW794186	Vibrio phage ICP1	Vibrio	#090662
MW794185	Vibrio phage ICP1	Vibrio	#090662
MW794184	Vibrio phage ICP1	Vibrio	#090662
MW794183	Vibrio phage ICP1	Vibrio	#090662
MW794182	Vibrio phage ICP1	Vibrio	#090662
MW794181	Vibrio phage ICP1	Vibrio	#090662
MW794180	Vibrio phage ICP1	Vibrio	#090662
MW794179	Vibrio phage ICP1	Vibrio	#090662
MW794178	Vibrio phage ICP1	Vibrio	#090662
MW794177	Vibrio phage ICP1	Vibrio	#090662
MW794176	Vibrio phage ICP1	Vibrio	#090662
MW794175	Vibrio phage ICP1	Vibrio	#090662
MW794174	Vibrio phage ICP1	Vibrio	#090662
MW794173	Vibrio phage ICP1	Vibrio	#090662
MW794172	Vibrio phage ICP1	Vibrio	#090662
MW794171	Vibrio phage ICP1	Vibrio	#090662
MW794170	Vibrio phage ICP1	Vibrio	#090662
MW794169	Vibrio phage ICP1	Vibrio	#090662
MW794168	Vibrio phage ICP1	Vibrio	#090662
MW794167	Vibrio phage ICP1	Vibrio	#090662
MW794166	Vibrio phage ICP1	Vibrio	#090662
MW794165	Vibrio phage ICP1	Vibrio	#090662
MW794164	Vibrio phage ICP1	Vibrio	#090662
MW794163	Vibrio phage ICP1	Vibrio	#090662
MW794162	Vibrio phage ICP1	Vibrio	#090662
MW794161	Vibrio phage ICP1	Vibrio	#090662
MW794160	Vibrio phage ICP1	Vibrio	#090662
MW794159	Vibrio phage ICP1	Vibrio	#090662
MW794158	Vibrio phage ICP1	Vibrio	#090662
MW794157	Vibrio phage ICP1	Vibrio	#090662
MW794156	Vibrio phage ICP1	Vibrio	#090662
MW794155	Vibrio phage ICP1	Vibrio	#090662
MW794154	Vibrio phage ICP1	Vibrio	#090662
MW794153	Vibrio phage ICP1	Vibrio	#090662
MW794152	Vibrio phage ICP1	Vibrio	#090662
MW794151	Vibrio phage ICP1	Vibrio	#090662
MW722082	Klebsiella phage vB_KpnS_ZX4	Klebsiella	#B2CA1A
MZ231001	Vibrio phage NO16-like 87-9-116	Vibrio	#090662
MZ231000	Vibrio phage NO16-like 91-7-154	Vibrio	#090662
MZ230999	Vibrio phage NO16-like 601_91	Vibrio	#090662
MZ230998	Vibrio phage NO16-like 1178_90	Vibrio	#090662
MZ230997	Vibrio phage NO16-like 9014_8	Vibrio	#090662
MZ230996	Vibrio phage NO16-like NB10	Vibrio	#090662
MZ230995	Vibrio phage NO16-like VIB1	Vibrio	#090662
MZ230994	Vibrio phage NO16-like VIB88	Vibrio	#090662
MZ230993	Vibrio phage NO16-like VIB93	Vibrio	#090662
MZ230992	Vibrio phage NO16-like VIB134	Vibrio	#090662
MT188666	Vibrio phage vB_Vipa10	Vibrio	#090662
MT188665	Vibrio phage vB_Vipa4291	Vibrio	#090662
MT188664	Vibrio phage vB_VipaK	Vibrio	#090662
MT188663	Vibrio phage vB_Vipa36	Vibrio	#090662
MT188662	Vibrio phage vB_Vipa26	Vibrio	#090662
MT887289	Escherichia phage SME50	Escherichia	#9DB81D
MN692672	Pseudomonas phage vB_PaeP_Lx18	Pseudomonas	#71EB7E
KY653117	Staphylococcus phage IME1323_01	Staphylococcus	#C3B1D8
MZ333458	Enterococcus phage SEsuP-1	Enterococcus	#AD269D
CP060690	Liberibacter phage P-Myan16-2	Liberibacter	#E4F5D1
MK203850	Alteromonas phage ZP6	Alteromonas	#C01F17
MZ398248	Stenotrophomonas phage BUCT608	Stenotrophomonas	#FF2DDE
MZ398247	Enterobacteria phage IME177	Enterobacteria	#910522
MZ398246	Escherichia phage IME178	Escherichia	#9DB81D
MZ398244	Klebsiella phage IME184	Klebsiella	#B2CA1A
MZ398242	Klebsiella phage IME268	Klebsiella	#B2CA1A
MZ398241	Stenotrophomonas phage BUCT626	Stenotrophomonas	#FF2DDE
MZ398240	Stenotrophomonas phage BUCT627	Stenotrophomonas	#FF2DDE
MZ388554	Microbacterium phage EugeneKrabs	Microbacterium	#C46B96
MZ274310	Mycobacterium phage Boilgate	Mycobacterium	#D4440F
MZ274304	Gordonia phage Agueybana	Gordonia	#5B1787
MZ456039	Gordonia phage Samman98	Gordonia	#5B1787
MZ456037	Microbacterium phage Pickles13	Microbacterium	#C46B96
MZ456038	Gordonia phage Shlim410	Gordonia	#5B1787
MZ560703	Salmonella phage vB_SalS_TU03	Salmonella	#9348B1
MZ560701	Escherichia phage vB_EcoM_TU01	Escherichia	#9DB81D
MZ503613	Solobacterium phage SMO_1P	Solobacterium	#BC9635
MZ503612	Fusobacterium phage FNU_1P	Fusobacterium	#F28A45
MZ285879	Pseudomonas phage PA8	Pseudomonas	#71EB7E
MZ285878	Pseudomonas phage PA4	Pseudomonas	#71EB7E
MZ643272	Staphylococcus phage vB_Sau-RP15	Staphylococcus	#C3B1D8
MZ618622	Acinetobacter phage Abp95	Acinetobacter	#B3DDB9
MZ598515	Klebsiella phage P1	Klebsiella	#B2CA1A
MZ593728	Acinetobacter phage BUCT628	Acinetobacter	#B3DDB9
MZ593174	Acinetobacter phage vB_Api_3043-K38	Acinetobacter	#B3DDB9
MZ570151	Salmonella phage JNwz02	Salmonella	#9348B1
MZ614453	Salmonella phage MS2 LVA	Salmonella	#9348B1
MW749007	Bacillus phage vB_BspH_TimeGriffin	Bacillus	#512970
MW748999	Escherichia phage vB_EcoM_Skers	Escherichia	#9DB81D
GU595417	Escherichia phage UAB_Phi78	Escherichia	#9DB81D
MT830620	Escherichia phage MS2	Escherichia	#9DB81D
MZ489634	Salmonella phage D10	Salmonella	#9348B1
MZ502380	Escherichia phage vB_EcoM_Nami	Escherichia	#9DB81D
MZ502379	Escherichia phage vB_EcoM_Shinka	Escherichia	#9DB81D
MZ220766	Edwardsiella phage PVN09	Edwardsiella	#CBFB30
MZ220765	Edwardsiella phage PVN06	Edwardsiella	#CBFB30
MZ598487	Pseudomonas phage FRS	Pseudomonas	#71EB7E
MZ561532	Shigella phage PSD9	Shigella	#6ACD74
MZ516827	Vibrio phage vB_VpP_DE10	Vibrio	#090662
MZ394712	Escherichia phage U1G	Escherichia	#9DB81D
MZ348426	Pseudomonas phage psageK4	Pseudomonas	#71EB7E
MZ348425	Pseudomonas phage psageB2	Pseudomonas	#71EB7E
MW258709	Kosakonia phage Kc166A	Kosakonia	#D9F62C
MW258711	Kosakonia phage Kc166B	Kosakonia	#D9F62C
MW258710	Kosakonia phage Kc237	Kosakonia	#D9F62C
MW250276	Kosakonia virus Kc318	Kosakonia	#D9F62C
MW250275	Kosakonia virus Kc261	Kosakonia	#D9F62C
MW021766	Serratia phage vB_SmaS_Opt-148	Serratia	#83D4D6
MT783706	Acinetobacter phage Aristophanes	Acinetobacter	#B3DDB9
MW980074	Rhizobium phage RHEph27	Rhizobium	#0C13C4
MW980073	Rhizobium phage RHEph26	Rhizobium	#0C13C4
MW980072	Rhizobium phage RHEph24	Rhizobium	#0C13C4
MW980071	Rhizobium phage RHEph22	Rhizobium	#0C13C4
MW980070	Rhizobium phage RHEph21	Rhizobium	#0C13C4
MW980069	Rhizobium phage RHEph19	Rhizobium	#0C13C4
MW980068	Rhizobium phage RHEph18	Rhizobium	#0C13C4
MW980067	Rhizobium phage RHEph17	Rhizobium	#0C13C4
MW980066	Rhizobium phage RHEph16	Rhizobium	#0C13C4
MW980065	Rhizobium phage RHEph15	Rhizobium	#0C13C4
MW980064	Rhizobium phage RHEph12	Rhizobium	#0C13C4
MW980063	Rhizobium phage RHph_N46	Rhizobium	#0C13C4
MW980062	Rhizobium phage RHph_I40	Rhizobium	#0C13C4
MW980061	Rhizobium phage RHph_X2_30	Rhizobium	#0C13C4
MW845760	Erwinia phage pEa_SNUABM_37	Erwinia	#61DC12
MW845759	Erwinia phage pEa_SNUABM_38	Erwinia	#61DC12
MW845758	Erwinia phage pEa_SNUABM_11	Erwinia	#61DC12
MZ005684	Microbacterium phage Strathdee	Microbacterium	#C46B96
MZ005681	Microbacterium phage Jenos	Microbacterium	#C46B96
MZ005674	Mycobacterium phage Dole	Mycobacterium	#D4440F
MZ005670	Microbacterium phage Mandalorian	Microbacterium	#C46B96
MW677529	Rhodobacter phage RcZahn	Rhodobacter	#129524
MW677527	Rhodobacter phage RcTiptonus	Rhodobacter	#129524
MW677526	Rhodobacter phage RcThunderbird	Rhodobacter	#129524
MW677525	Rhodobacter phage RcSimone-Hastad	Rhodobacter	#129524
MW677524	Rhodobacter phage RcSalem	Rhodobacter	#129524
MW677523	Rhodobacter phage RcRios	Rhodobacter	#129524
MW677522	Rhodobacter phage RcPutin	Rhodobacter	#129524
MW677521	Rhodobacter phage RcPescado	Rhodobacter	#129524
MW677520	Rhodobacter phage RcOceanus	Rhodobacter	#129524
MW677519	Rhodobacter phage RcMrWorf	Rhodobacter	#129524
MW677518	Rhodobacter phage RcMcDreamy	Rhodobacter	#129524
MW677517	Rhodobacter phage RcKemmy	Rhodobacter	#129524
MW677516	Rhodobacter phage RcIroh	Rhodobacter	#129524
MW677515	Rhodobacter phage RcHotPocket	Rhodobacter	#129524
MW677514	Rhodobacter phage RcHartney	Rhodobacter	#129524
MW677513	Rhodobacter phage RcGingersnap	Rhodobacter	#129524
MW677512	Rhodobacter phage RcFrancesLouise	Rhodobacter	#129524
MW677511	Rhodobacter phage RcDurkin	Rhodobacter	#129524
MW677510	Rhodobacter phage RcDormio	Rhodobacter	#129524
MW677509	Rhodobacter phage RcBaka	Rhodobacter	#129524
MW677528	Rhodobacter phage RcWaterboi	Rhodobacter	#129524
MZ089803	Microvirus mar57	Unspecified	#D3D3D3
MZ089800	Microvirus mar54	Unspecified	#D3D3D3
MZ089799	Microvirus mar53	Unspecified	#D3D3D3
MZ089795	Microvirus mar49	Unspecified	#D3D3D3
MZ089791	Microvirus mar45	Unspecified	#D3D3D3
MZ089786	Microvirus mar40	Unspecified	#D3D3D3
MZ089784	Microvirus mar38	Unspecified	#D3D3D3
MZ089773	Microvirus mar27	Unspecified	#D3D3D3
MZ089762	Microvirus mar16	Unspecified	#D3D3D3
MZ089761	Microvirus mar15	Unspecified	#D3D3D3
MZ089757	Microvirus mar11	Unspecified	#D3D3D3
MZ089754	Microvirus mar8	Unspecified	#D3D3D3
MZ462995	Stappia phage SI01	Stappia	#A31033
MZ326168	Salmonella phage NINP13076	Salmonella	#9348B1
MZ209306	Mycobacterium phage Murai	Mycobacterium	#D4440F
MZ209299	Mycobacterium phage Latretium	Mycobacterium	#D4440F
MW879344	Erwinia phage pEa_SNUABM_49	Erwinia	#61DC12
MW879343	Erwinia phage pEa_SNUABM_44	Erwinia	#61DC12
MW879342	Erwinia phage pEa_SNUABM_19	Erwinia	#61DC12
MW879341	Erwinia phage pEa_SNUABM_54	Erwinia	#61DC12
MW879340	Erwinia phage pEa_SNUABM_48	Erwinia	#61DC12
MW911615	Vibrio phage ICP1	Vibrio	#090662
MW911613	Vibrio phage ICP1	Vibrio	#090662
MW911614	Vibrio phage ICP1	Vibrio	#090662
MW911612	Vibrio phage ICP1	Vibrio	#090662
MZ424864	Escherichia phage vB_EcoP_ZX6	Escherichia	#9DB81D
MW176034	Acinetobacter phage JeffCo	Acinetobacter	#B3DDB9
MW176033	Acinetobacter phage Effie	Acinetobacter	#B3DDB9
MW176032	Acinetobacter phage Barton	Acinetobacter	#B3DDB9
MZ152915	Staphylococcus phage SeAlphi	Staphylococcus	#C3B1D8
MZ152914	Mycobacterium phage Maco7	Mycobacterium	#D4440F
MW822008	Escherichia phage BF17	Escherichia	#9DB81D
MW822007	Escherichia phage BF15	Escherichia	#9DB81D
MZ089811	Microvirus mar65	Unspecified	#D3D3D3
MZ089810	Microvirus mar64	Unspecified	#D3D3D3
MZ089809	Microvirus mar63	Unspecified	#D3D3D3
MZ089808	Microvirus mar62	Unspecified	#D3D3D3
MZ089807	Microvirus mar61	Unspecified	#D3D3D3
MZ089806	Microvirus mar60	Unspecified	#D3D3D3
MZ089805	Microvirus mar59	Unspecified	#D3D3D3
MZ089804	Microvirus mar58	Unspecified	#D3D3D3
MZ089802	Microvirus mar56	Unspecified	#D3D3D3
MZ089801	Microvirus mar55	Unspecified	#D3D3D3
MZ089798	Microvirus mar52	Unspecified	#D3D3D3
MZ089797	Microvirus mar51	Unspecified	#D3D3D3
MZ089796	Microvirus mar50	Unspecified	#D3D3D3
MZ089794	Microvirus mar48	Unspecified	#D3D3D3
MZ089793	Microvirus mar47	Unspecified	#D3D3D3
MZ089792	Microvirus mar46	Unspecified	#D3D3D3
MZ089790	Microvirus mar44	Unspecified	#D3D3D3
MZ089789	Microvirus mar43	Unspecified	#D3D3D3
MZ089788	Microvirus mar42	Unspecified	#D3D3D3
MZ089787	Microvirus mar41	Unspecified	#D3D3D3
MZ089785	Microvirus mar39	Unspecified	#D3D3D3
MZ089783	Microvirus mar37	Unspecified	#D3D3D3
MZ089782	Microvirus mar36	Unspecified	#D3D3D3
MZ089781	Microvirus mar35	Unspecified	#D3D3D3
MZ089780	Microvirus mar34	Unspecified	#D3D3D3
MZ089779	Microvirus mar33	Unspecified	#D3D3D3
MZ089778	Microvirus mar32	Unspecified	#D3D3D3
